date/time,kwh,,
 09/21  24:00:00,133.5389968,,
 09/22  01:00:00,121.8999463,,
 09/22  02:00:00,120.6046362,,
 09/22  03:00:00,119.3956416,,
 09/22  04:00:00,144.5428369,,
 09/22  05:00:00,144.6540997,,
 09/22  06:00:00,183.5634141,,
 09/22  07:00:00,187.1929938,,
 09/22  08:00:00,250.913481,,
 09/22  09:00:00,281.527585,,
 09/22  10:00:00,279.4956412,,
 09/22  11:00:00,301.9385875,,
 09/22  12:00:00,293.8625665,,
 09/22  13:00:00,295.0734534,,
 09/22  14:00:00,288.629597,,
 09/22  15:00:00,283.8819187,,
 09/22  16:00:00,280.6255197,,
 09/22  17:00:00,275.2251285,,
 09/22  18:00:00,270.1208409,,
 09/22  19:00:00,261.5065101,,
 09/22  20:00:00,235.8997813,,
 09/22  21:00:00,169.0902224,,
 09/22  22:00:00,124.7814772,,
 09/22  23:00:00,154.6857238,,
 09/22  24:00:00,132.4434791,,
 09/23  01:00:00,119.1025535,,
 09/23  02:00:00,117.8356011,,
 09/23  03:00:00,116.8408141,,
 09/23  04:00:00,123.6175637,,
 09/23  05:00:00,122.4969795,,
 09/23  06:00:00,152.4553229,,
 09/23  07:00:00,160.8568324,,
 09/23  08:00:00,222.3585482,,
 09/23  09:00:00,250.4968357,,
 09/23  10:00:00,279.5687033,,
 09/23  11:00:00,300.9732375,,
 09/23  12:00:00,291.683071,,
 09/23  13:00:00,290.0578695,,
 09/23  14:00:00,284.7059317,,
 09/23  15:00:00,281.3595745,,
 09/23  16:00:00,281.5634173,,
 09/23  17:00:00,278.5976021,,
 09/23  18:00:00,256.3767229,,
 09/23  19:00:00,225.3004034,,
 09/23  20:00:00,211.1567873,,
 09/23  21:00:00,159.8176843,,
 09/23  22:00:00,121.6020228,,
 09/23  23:00:00,151.6184189,,
 09/23  24:00:00,129.0181885,,
 09/24  01:00:00,118.1906303,,
 09/24  02:00:00,117.0080922,,
 09/24  03:00:00,115.7245602,,
 09/24  04:00:00,121.701345,,
 09/24  05:00:00,120.1993647,,
 09/24  06:00:00,149.2654317,,
 09/24  07:00:00,156.7145542,,
 09/24  08:00:00,194.4110027,,
 09/24  09:00:00,179.3466364,,
 09/24  10:00:00,216.0974617,,
 09/24  11:00:00,243.3051917,,
 09/24  12:00:00,266.0033481,,
 09/24  13:00:00,265.9385928,,
 09/24  14:00:00,258.22339,,
 09/24  15:00:00,252.2705085,,
 09/24  16:00:00,251.3235915,,
 09/24  17:00:00,215.6802745,,
 09/24  18:00:00,215.2525602,,
 09/24  19:00:00,210.753065,,
 09/24  20:00:00,197.5831071,,
 09/24  21:00:00,174.6276733,,
 09/24  22:00:00,122.5106083,,
 09/24  23:00:00,152.9629754,,
 09/24  24:00:00,131.3304464,,
 09/25  01:00:00,122.6694166,,
 09/25  02:00:00,121.1766248,,
 09/25  03:00:00,119.7112832,,
 09/25  04:00:00,126.2832039,,
 09/25  05:00:00,125.3406093,,
 09/25  06:00:00,167.2326209,,
 09/25  07:00:00,176.7499828,,
 09/25  08:00:00,252.7419597,,
 09/25  09:00:00,287.5668139,,
 09/25  10:00:00,289.2443688,,
 09/25  11:00:00,312.7432418,,
 09/25  12:00:00,306.4594854,,
 09/25  13:00:00,309.8174161,,
 09/25  14:00:00,302.4678336,,
 09/25  15:00:00,297.3023057,,
 09/25  16:00:00,297.6324431,,
 09/25  17:00:00,296.0710754,,
 09/25  18:00:00,292.2847681,,
 09/25  19:00:00,285.6595984,,
 09/25  20:00:00,257.2807086,,
 09/25  21:00:00,181.2274796,,
 09/25  22:00:00,128.7870854,,
 09/25  23:00:00,158.555559,,
 09/25  24:00:00,138.1981433,,
 09/26  01:00:00,126.5209527,,
 09/26  02:00:00,125.4844083,,
 09/26  03:00:00,125.0280694,,
 09/26  04:00:00,151.650195,,
 09/26  05:00:00,150.627253,,
 09/26  06:00:00,192.0294816,,
 09/26  07:00:00,191.2772469,,
 09/26  08:00:00,254.3229457,,
 09/26  09:00:00,286.7881558,,
 09/26  10:00:00,289.5963894,,
 09/26  11:00:00,313.9279393,,
 09/26  12:00:00,305.48708,,
 09/26  13:00:00,302.7823731,,
 09/26  14:00:00,288.9810944,,
 09/26  15:00:00,285.4812111,,
 09/26  16:00:00,286.8661808,,
 09/26  17:00:00,283.100776,,
 09/26  18:00:00,277.9581984,,
 09/26  19:00:00,263.4236992,,
 09/26  20:00:00,238.2625676,,
 09/26  21:00:00,170.5634619,,
 09/26  22:00:00,126.0201839,,
 09/26  23:00:00,156.0634537,,
 09/26  24:00:00,135.0608336,,
 09/27  01:00:00,124.9367143,,
 09/27  02:00:00,124.1227939,,
 09/27  03:00:00,123.4443671,,
 09/27  04:00:00,130.8148216,,
 09/27  05:00:00,129.9352731,,
 09/27  06:00:00,171.0000964,,
 09/27  07:00:00,179.1368144,,
 09/27  08:00:00,252.2748685,,
 09/27  09:00:00,280.6025218,,
 09/27  10:00:00,278.5035947,,
 09/27  11:00:00,303.6582239,,
 09/27  12:00:00,299.7085535,,
 09/27  13:00:00,304.0761661,,
 09/27  14:00:00,295.9795278,,
 09/27  15:00:00,288.5324132,,
 09/27  16:00:00,284.548228,,
 09/27  17:00:00,279.3776156,,
 09/27  18:00:00,276.313404,,
 09/27  19:00:00,270.3720257,,
 09/27  20:00:00,244.1690391,,
 09/27  21:00:00,174.9891837,,
 09/27  22:00:00,124.5815288,,
 09/27  23:00:00,154.2542258,,
 09/27  24:00:00,131.2355202,,
 09/28  01:00:00,120.9377629,,
 09/28  02:00:00,120.5392155,,
 09/28  03:00:00,120.1467988,,
 09/28  04:00:00,127.5288363,,
 09/28  05:00:00,126.5614033,,
 09/28  06:00:00,168.0482028,,
 09/28  07:00:00,176.7226369,,
 09/28  08:00:00,250.2601325,,
 09/28  09:00:00,279.092741,,
 09/28  10:00:00,275.7805408,,
 09/28  11:00:00,301.6320586,,
 09/28  12:00:00,296.6098616,,
 09/28  13:00:00,298.3499634,,
 09/28  14:00:00,292.3800822,,
 09/28  15:00:00,287.0381632,,
 09/28  16:00:00,284.3561399,,
 09/28  17:00:00,281.4699065,,
 09/28  18:00:00,278.5525192,,
 09/28  19:00:00,271.9828267,,
 09/28  20:00:00,246.3216295,,
 09/28  21:00:00,176.7150269,,
 09/28  22:00:00,126.5343947,,
 09/28  23:00:00,156.5976203,,
 09/28  24:00:00,135.4103824,,
 09/29  01:00:00,124.7974247,,
 09/29  02:00:00,124.1594973,,
 09/29  03:00:00,123.6657805,,
 09/29  04:00:00,149.5716966,,
 09/29  05:00:00,149.6724611,,
 09/29  06:00:00,191.8005389,,
 09/29  07:00:00,191.6483028,,
 09/29  08:00:00,253.3265891,,
 09/29  09:00:00,283.1411394,,
 09/29  10:00:00,280.9175393,,
 09/29  11:00:00,302.5556985,,
 09/29  12:00:00,295.5440783,,
 09/29  13:00:00,300.3947194,,
 09/29  14:00:00,293.8994223,,
 09/29  15:00:00,289.052196,,
 09/29  16:00:00,286.2751229,,
 09/29  17:00:00,281.5023539,,
 09/29  18:00:00,277.2840237,,
 09/29  19:00:00,263.8095412,,
 09/29  20:00:00,239.2455212,,
 09/29  21:00:00,170.6086301,,
 09/29  22:00:00,125.8196121,,
 09/29  23:00:00,155.9810422,,
 09/29  24:00:00,134.8058509,,
 09/30  01:00:00,122.0851948,,
 09/30  02:00:00,121.3591033,,
 09/30  03:00:00,120.8022805,,
 09/30  04:00:00,127.7384557,,
 09/30  05:00:00,126.4328172,,
 09/30  06:00:00,155.7538201,,
 09/30  07:00:00,163.8350152,,
 09/30  08:00:00,224.3465193,,
 09/30  09:00:00,250.2625457,,
 09/30  10:00:00,277.481806,,
 09/30  11:00:00,302.8979422,,
 09/30  12:00:00,295.8253467,,
 09/30  13:00:00,299.2363475,,
 09/30  14:00:00,293.2016911,,
 09/30  15:00:00,287.2177274,,
 09/30  16:00:00,284.9196377,,
 09/30  17:00:00,281.8781539,,
 09/30  18:00:00,260.8679124,,
 09/30  19:00:00,226.085786,,
 09/30  20:00:00,212.4595255,,
 09/30  21:00:00,160.5437357,,
 09/30  22:00:00,122.0664482,,
 09/30  23:00:00,151.9557183,,
 09/30  24:00:00,128.7122431,,
 10/01  01:00:00,117.6650952,,
 10/01  02:00:00,115.8017695,,
 10/01  03:00:00,114.1849239,,
 10/01  04:00:00,120.3128173,,
 10/01  05:00:00,119.2711899,,
 10/01  06:00:00,148.7182446,,
 10/01  07:00:00,156.3209455,,
 10/01  08:00:00,190.4997657,,
 10/01  09:00:00,171.2231663,,
 10/01  10:00:00,205.6987495,,
 10/01  11:00:00,234.3499678,,
 10/01  12:00:00,253.3946257,,
 10/01  13:00:00,254.6620957,,
 10/01  14:00:00,247.2132326,,
 10/01  15:00:00,240.1650072,,
 10/01  16:00:00,237.747272,,
 10/01  17:00:00,205.0414595,,
 10/01  18:00:00,213.0032988,,
 10/01  19:00:00,206.1405594,,
 10/01  20:00:00,194.1155822,,
 10/01  21:00:00,170.9997762,,
 10/01  22:00:00,118.2882265,,
 10/01  23:00:00,149.2742539,,
 10/01  24:00:00,125.2889028,,
 10/02  01:00:00,117.0814264,,
 10/02  02:00:00,115.7998051,,
 10/02  03:00:00,114.7945383,,
 10/02  04:00:00,121.7714982,,
 10/02  05:00:00,120.0936949,,
 10/02  06:00:00,161.7949142,,
 10/02  07:00:00,171.0233231,,
 10/02  08:00:00,247.0717588,,
 10/02  09:00:00,276.4557115,,
 10/02  10:00:00,268.9619822,,
 10/02  11:00:00,292.5722956,,
 10/02  12:00:00,284.0048506,,
 10/02  13:00:00,283.0618547,,
 10/02  14:00:00,274.5378707,,
 10/02  15:00:00,269.5713023,,
 10/02  16:00:00,269.2872256,,
 10/02  17:00:00,266.6782402,,
 10/02  18:00:00,266.6340443,,
 10/02  19:00:00,260.8389232,,
 10/02  20:00:00,234.2427116,,
 10/02  21:00:00,168.284421,,
 10/02  22:00:00,118.9061977,,
 10/02  23:00:00,149.8012461,,
 10/02  24:00:00,124.553545,,
 10/03  01:00:00,113.448307,,
 10/03  02:00:00,111.4452437,,
 10/03  03:00:00,109.4574075,,
 10/03  04:00:00,133.0232826,,
 10/03  05:00:00,132.2524208,,
 10/03  06:00:00,173.9667729,,
 10/03  07:00:00,173.6713852,,
 10/03  08:00:00,240.60195,,
 10/03  09:00:00,269.7182389,,
 10/03  10:00:00,263.5730347,,
 10/03  11:00:00,288.0508245,,
 10/03  12:00:00,277.6095956,,
 10/03  13:00:00,276.8621779,,
 10/03  14:00:00,270.6650089,,
 10/03  15:00:00,265.6036176,,
 10/03  16:00:00,263.7021463,,
 10/03  17:00:00,260.5349692,,
 10/03  18:00:00,261.7842938,,
 10/03  19:00:00,249.929088,,
 10/03  20:00:00,224.0068655,,
 10/03  21:00:00,160.9281821,,
 10/03  22:00:00,116.6773539,,
 10/03  23:00:00,146.886847,,
 10/03  24:00:00,120.6578566,,
 10/04  01:00:00,110.0042071,,
 10/04  02:00:00,108.2278274,,
 10/04  03:00:00,106.3190159,,
 10/04  04:00:00,112.2912325,,
 10/04  05:00:00,110.4443153,,
 10/04  06:00:00,150.5725128,,
 10/04  07:00:00,156.7313054,,
 10/04  08:00:00,235.694753,,
 10/04  09:00:00,268.5886699,,
 10/04  10:00:00,260.9960961,,
 10/04  11:00:00,285.8457963,,
 10/04  12:00:00,276.2789952,,
 10/04  13:00:00,278.8740224,,
 10/04  14:00:00,276.437288,,
 10/04  15:00:00,270.879191,,
 10/04  16:00:00,269.8503339,,
 10/04  17:00:00,269.2756051,,
 10/04  18:00:00,269.5566551,,
 10/04  19:00:00,265.829643,,
 10/04  20:00:00,238.6399817,,
 10/04  21:00:00,170.8648227,,
 10/04  22:00:00,119.6597137,,
 10/04  23:00:00,149.6727379,,
 10/04  24:00:00,125.0281978,,
 10/05  01:00:00,113.8061694,,
 10/05  02:00:00,111.7795755,,
 10/05  03:00:00,110.3954938,,
 10/05  04:00:00,116.7080792,,
 10/05  05:00:00,113.4623724,,
 10/05  06:00:00,153.303118,,
 10/05  07:00:00,157.7681238,,
 10/05  08:00:00,235.5919202,,
 10/05  09:00:00,272.6231132,,
 10/05  10:00:00,277.8221565,,
 10/05  11:00:00,307.9925361,,
 10/05  12:00:00,301.0475902,,
 10/05  13:00:00,298.2999206,,
 10/05  14:00:00,286.4139414,,
 10/05  15:00:00,282.0848743,,
 10/05  16:00:00,279.7443367,,
 10/05  17:00:00,280.0726462,,
 10/05  18:00:00,280.1479205,,
 10/05  19:00:00,272.8898584,,
 10/05  20:00:00,243.9484338,,
 10/05  21:00:00,175.3769523,,
 10/05  22:00:00,125.2500441,,
 10/05  23:00:00,155.6901226,,
 10/05  24:00:00,133.3463932,,
 10/06  01:00:00,121.6438528,,
 10/06  02:00:00,119.5097932,,
 10/06  03:00:00,117.7032428,,
 10/06  04:00:00,141.9025654,,
 10/06  05:00:00,140.6251094,,
 10/06  06:00:00,182.5331636,,
 10/06  07:00:00,183.8591671,,
 10/06  08:00:00,248.7558419,,
 10/06  09:00:00,279.5228685,,
 10/06  10:00:00,274.8695313,,
 10/06  11:00:00,299.1697783,,
 10/06  12:00:00,290.8840536,,
 10/06  13:00:00,289.8654162,,
 10/06  14:00:00,283.8765703,,
 10/06  15:00:00,279.1486483,,
 10/06  16:00:00,277.6732741,,
 10/06  17:00:00,274.0487389,,
 10/06  18:00:00,276.6450986,,
 10/06  19:00:00,261.4268514,,
 10/06  20:00:00,236.8878344,,
 10/06  21:00:00,169.2753088,,
 10/06  22:00:00,124.814347,,
 10/06  23:00:00,155.2276869,,
 10/06  24:00:00,133.290622,,
 10/07  01:00:00,120.4288432,,
 10/07  02:00:00,119.2368381,,
 10/07  03:00:00,117.9552669,,
 10/07  04:00:00,124.7478863,,
 10/07  05:00:00,123.0970836,,
 10/07  06:00:00,151.5382206,,
 10/07  07:00:00,160.2355395,,
 10/07  08:00:00,224.0260625,,
 10/07  09:00:00,251.0871119,,
 10/07  10:00:00,276.4601938,,
 10/07  11:00:00,300.992021,,
 10/07  12:00:00,292.8269581,,
 10/07  13:00:00,294.8460677,,
 10/07  14:00:00,288.4650593,,
 10/07  15:00:00,284.0291343,,
 10/07  16:00:00,280.3016815,,
 10/07  17:00:00,276.2511429,,
 10/07  18:00:00,262.6495895,,
 10/07  19:00:00,226.8953239,,
 10/07  20:00:00,213.4787416,,
 10/07  21:00:00,160.6092843,,
 10/07  22:00:00,122.634678,,
 10/07  23:00:00,152.5604041,,
 10/07  24:00:00,130.4233678,,
 10/08  01:00:00,120.039184,,
 10/08  02:00:00,117.8122407,,
 10/08  03:00:00,116.2763505,,
 10/08  04:00:00,122.5107421,,
 10/08  05:00:00,119.7498743,,
 10/08  06:00:00,148.5610668,,
 10/08  07:00:00,157.2335516,,
 10/08  08:00:00,190.5398367,,
 10/08  09:00:00,172.1759606,,
 10/08  10:00:00,209.9786668,,
 10/08  11:00:00,241.0388977,,
 10/08  12:00:00,257.6407376,,
 10/08  13:00:00,252.6566986,,
 10/08  14:00:00,243.9718913,,
 10/08  15:00:00,237.8488918,,
 10/08  16:00:00,235.582533,,
 10/08  17:00:00,204.6857902,,
 10/08  18:00:00,216.7271389,,
 10/08  19:00:00,206.4186238,,
 10/08  20:00:00,194.1884979,,
 10/08  21:00:00,171.7094163,,
 10/08  22:00:00,119.700538,,
 10/08  23:00:00,150.1192887,,
 10/08  24:00:00,126.7374101,,
 10/09  01:00:00,116.6427091,,
 10/09  02:00:00,115.8296202,,
 10/09  03:00:00,115.0573083,,
 10/09  04:00:00,121.927707,,
 10/09  05:00:00,120.9078837,,
 10/09  06:00:00,150.668789,,
 10/09  07:00:00,158.9673634,,
 10/09  08:00:00,192.5452807,,
 10/09  09:00:00,171.9504871,,
 10/09  10:00:00,207.2231865,,
 10/09  11:00:00,233.2545828,,
 10/09  12:00:00,248.5995989,,
 10/09  13:00:00,248.0968023,,
 10/09  14:00:00,241.3568625,,
 10/09  15:00:00,236.7788314,,
 10/09  16:00:00,235.7466797,,
 10/09  17:00:00,204.8483409,,
 10/09  18:00:00,217.7759055,,
 10/09  19:00:00,208.7625131,,
 10/09  20:00:00,197.1575679,,
 10/09  21:00:00,174.4423189,,
 10/09  22:00:00,121.7565893,,
 10/09  23:00:00,152.2359252,,
 10/09  24:00:00,129.11178,,
 10/10  01:00:00,120.6353512,,
 10/10  02:00:00,119.3651139,,
 10/10  03:00:00,118.4143007,,
 10/10  04:00:00,143.0536825,,
 10/10  05:00:00,142.2818087,,
 10/10  06:00:00,184.3070518,,
 10/10  07:00:00,183.8681344,,
 10/10  08:00:00,246.6921408,,
 10/10  09:00:00,275.37308,,
 10/10  10:00:00,270.6285726,,
 10/10  11:00:00,299.5162207,,
 10/10  12:00:00,291.0601369,,
 10/10  13:00:00,289.4222762,,
 10/10  14:00:00,279.9954354,,
 10/10  15:00:00,272.122701,,
 10/10  16:00:00,270.4109637,,
 10/10  17:00:00,267.7435096,,
 10/10  18:00:00,272.5735447,,
 10/10  19:00:00,256.6636397,,
 10/10  20:00:00,231.837979,,
 10/10  21:00:00,166.6465894,,
 10/10  22:00:00,122.4127096,,
 10/10  23:00:00,153.3610159,,
 10/10  24:00:00,129.8685545,,
 10/11  01:00:00,119.4174376,,
 10/11  02:00:00,118.6303349,,
 10/11  03:00:00,117.9012022,,
 10/11  04:00:00,124.9713893,,
 10/11  05:00:00,124.0128368,,
 10/11  06:00:00,165.2653204,,
 10/11  07:00:00,172.9973652,,
 10/11  08:00:00,247.0131726,,
 10/11  09:00:00,277.014325,,
 10/11  10:00:00,273.2712634,,
 10/11  11:00:00,296.4513606,,
 10/11  12:00:00,286.6103402,,
 10/11  13:00:00,285.5698487,,
 10/11  14:00:00,278.513146,,
 10/11  15:00:00,274.5254232,,
 10/11  16:00:00,272.5554783,,
 10/11  17:00:00,269.149336,,
 10/11  18:00:00,273.6550372,,
 10/11  19:00:00,266.1678048,,
 10/11  20:00:00,241.3855831,,
 10/11  21:00:00,172.3943815,,
 10/11  22:00:00,121.9782352,,
 10/11  23:00:00,152.3186151,,
 10/11  24:00:00,128.8432534,,
 10/12  01:00:00,118.1567807,,
 10/12  02:00:00,116.338504,,
 10/12  03:00:00,115.5497363,,
 10/12  04:00:00,122.2845573,,
 10/12  05:00:00,120.9849051,,
 10/12  06:00:00,162.1566096,,
 10/12  07:00:00,170.2651977,,
 10/12  08:00:00,244.9695076,,
 10/12  09:00:00,273.4254296,,
 10/12  10:00:00,269.0799487,,
 10/12  11:00:00,292.0378971,,
 10/12  12:00:00,279.283477,,
 10/12  13:00:00,278.5513452,,
 10/12  14:00:00,272.4552766,,
 10/12  15:00:00,267.4984636,,
 10/12  16:00:00,266.7220803,,
 10/12  17:00:00,265.8885458,,
 10/12  18:00:00,271.4088815,,
 10/12  19:00:00,263.6462465,,
 10/12  20:00:00,238.9020315,,
 10/12  21:00:00,172.125773,,
 10/12  22:00:00,121.9847226,,
 10/12  23:00:00,152.0367112,,
 10/12  24:00:00,127.8976101,,
 10/13  01:00:00,117.4871802,,
 10/13  02:00:00,116.1508177,,
 10/13  03:00:00,115.0961014,,
 10/13  04:00:00,139.4213775,,
 10/13  05:00:00,138.3586138,,
 10/13  06:00:00,184.1012686,,
 10/13  07:00:00,181.5091431,,
 10/13  08:00:00,245.5695486,,
 10/13  09:00:00,274.7860103,,
 10/13  10:00:00,271.7084143,,
 10/13  11:00:00,293.76455,,
 10/13  12:00:00,280.585473,,
 10/13  13:00:00,281.8097001,,
 10/13  14:00:00,278.6670998,,
 10/13  15:00:00,272.9675933,,
 10/13  16:00:00,270.7555262,,
 10/13  17:00:00,267.0004232,,
 10/13  18:00:00,270.7152922,,
 10/13  19:00:00,254.5633264,,
 10/13  20:00:00,229.8502636,,
 10/13  21:00:00,165.7481401,,
 10/13  22:00:00,121.9921094,,
 10/13  23:00:00,152.4492812,,
 10/13  24:00:00,128.8393997,,
 10/14  01:00:00,116.2880549,,
 10/14  02:00:00,114.6673665,,
 10/14  03:00:00,113.3132586,,
 10/14  04:00:00,119.6302453,,
 10/14  05:00:00,117.9434697,,
 10/14  06:00:00,150.716342,,
 10/14  07:00:00,154.9727473,,
 10/14  08:00:00,215.5865955,,
 10/14  09:00:00,239.0044122,,
 10/14  10:00:00,262.2654766,,
 10/14  11:00:00,290.287464,,
 10/14  12:00:00,276.6256463,,
 10/14  13:00:00,275.5130246,,
 10/14  14:00:00,270.3396216,,
 10/14  15:00:00,268.2278123,,
 10/14  16:00:00,267.9402027,,
 10/14  17:00:00,266.0674464,,
 10/14  18:00:00,256.6848212,,
 10/14  19:00:00,220.3455613,,
 10/14  20:00:00,206.8412357,,
 10/14  21:00:00,156.5553266,,
 10/14  22:00:00,118.1208426,,
 10/14  23:00:00,148.4596039,,
 10/14  24:00:00,124.4357899,,
 10/15  01:00:00,114.6824984,,
 10/15  02:00:00,113.5626993,,
 10/15  03:00:00,112.4809801,,
 10/15  04:00:00,119.0677658,,
 10/15  05:00:00,117.375621,,
 10/15  06:00:00,149.9519729,,
 10/15  07:00:00,154.3284445,,
 10/15  08:00:00,187.7498233,,
 10/15  09:00:00,166.518585,,
 10/15  10:00:00,199.4477898,,
 10/15  11:00:00,227.0287193,,
 10/15  12:00:00,242.4561545,,
 10/15  13:00:00,242.6926817,,
 10/15  14:00:00,237.3147298,,
 10/15  15:00:00,232.52032,,
 10/15  16:00:00,231.3458871,,
 10/15  17:00:00,201.2897135,,
 10/15  18:00:00,213.4957397,,
 10/15  19:00:00,202.1812012,,
 10/15  20:00:00,189.7517685,,
 10/15  21:00:00,168.8843355,,
 10/15  22:00:00,117.0124774,,
 10/15  23:00:00,146.9236293,,
 10/15  24:00:00,121.6477824,,
 10/16  01:00:00,113.5615915,,
 10/16  02:00:00,111.7274457,,
 10/16  03:00:00,109.965693,,
 10/16  04:00:00,115.4991666,,
 10/16  05:00:00,113.5460401,,
 10/16  06:00:00,158.0938027,,
 10/16  07:00:00,161.5390938,,
 10/16  08:00:00,238.8627183,,
 10/16  09:00:00,271.273714,,
 10/16  10:00:00,267.0079147,,
 10/16  11:00:00,293.2431407,,
 10/16  12:00:00,282.5984098,,
 10/16  13:00:00,282.1921643,,
 10/16  14:00:00,277.1760384,,
 10/16  15:00:00,272.8420192,,
 10/16  16:00:00,271.7187925,,
 10/16  17:00:00,268.3352831,,
 10/16  18:00:00,272.0506666,,
 10/16  19:00:00,264.4487951,,
 10/16  20:00:00,240.3716336,,
 10/16  21:00:00,173.0052641,,
 10/16  22:00:00,122.7910987,,
 10/16  23:00:00,153.2958299,,
 10/16  24:00:00,130.0281205,,
 10/17  01:00:00,119.3558734,,
 10/17  02:00:00,117.6109139,,
 10/17  03:00:00,116.474181,,
 10/17  04:00:00,139.553844,,
 10/17  05:00:00,137.6544596,,
 10/17  06:00:00,182.4908041,,
 10/17  07:00:00,179.5663239,,
 10/17  08:00:00,245.6097777,,
 10/17  09:00:00,278.3501425,,
 10/17  10:00:00,276.8411783,,
 10/17  11:00:00,296.4016786,,
 10/17  12:00:00,283.6798084,,
 10/17  13:00:00,285.9261879,,
 10/17  14:00:00,282.8198638,,
 10/17  15:00:00,275.5534603,,
 10/17  16:00:00,269.4523288,,
 10/17  17:00:00,266.6886898,,
 10/17  18:00:00,275.4148388,,
 10/17  19:00:00,256.9041707,,
 10/17  20:00:00,233.5531458,,
 10/17  21:00:00,166.6316931,,
 10/17  22:00:00,121.8592204,,
 10/17  23:00:00,153.1271979,,
 10/17  24:00:00,129.9065951,,
 10/18  01:00:00,119.0089505,,
 10/18  02:00:00,117.8326252,,
 10/18  03:00:00,116.9824257,,
 10/18  04:00:00,123.5884145,,
 10/18  05:00:00,122.0721528,,
 10/18  06:00:00,165.4558694,,
 10/18  07:00:00,167.8139226,,
 10/18  08:00:00,242.7509726,,
 10/18  09:00:00,282.5886027,,
 10/18  10:00:00,278.082256,,
 10/18  11:00:00,296.6350629,,
 10/18  12:00:00,283.3506638,,
 10/18  13:00:00,280.1009497,,
 10/18  14:00:00,274.4857897,,
 10/18  15:00:00,269.664405,,
 10/18  16:00:00,267.6450154,,
 10/18  17:00:00,267.7419063,,
 10/18  18:00:00,277.3977269,,
 10/18  19:00:00,266.9370093,,
 10/18  20:00:00,243.5630893,,
 10/18  21:00:00,174.392399,,
 10/18  22:00:00,124.4198936,,
 10/18  23:00:00,155.1481349,,
 10/18  24:00:00,132.651994,,
 10/19  01:00:00,122.7805514,,
 10/19  02:00:00,118.5704485,,
 10/19  03:00:00,115.9154284,,
 10/19  04:00:00,121.4233283,,
 10/19  05:00:00,114.7062902,,
 10/19  06:00:00,155.2929245,,
 10/19  07:00:00,151.4933455,,
 10/19  08:00:00,229.025265,,
 10/19  09:00:00,262.4142047,,
 10/19  10:00:00,257.1530271,,
 10/19  11:00:00,293.8241961,,
 10/19  12:00:00,281.6349298,,
 10/19  13:00:00,288.1989919,,
 10/19  14:00:00,286.598965,,
 10/19  15:00:00,284.2181605,,
 10/19  16:00:00,280.0533412,,
 10/19  17:00:00,271.8109895,,
 10/19  18:00:00,277.3016425,,
 10/19  19:00:00,267.1422884,,
 10/19  20:00:00,245.869782,,
 10/19  21:00:00,176.1483965,,
 10/19  22:00:00,125.394168,,
 10/19  23:00:00,155.4171052,,
 10/19  24:00:00,132.817466,,
 10/20  01:00:00,121.7175578,,
 10/20  02:00:00,120.2424966,,
 10/20  03:00:00,118.9529379,,
 10/20  04:00:00,144.4923209,,
 10/20  05:00:00,143.8276998,,
 10/20  06:00:00,189.575764,,
 10/20  07:00:00,186.1808423,,
 10/20  08:00:00,248.7193243,,
 10/20  09:00:00,276.8125668,,
 10/20  10:00:00,269.4992113,,
 10/20  11:00:00,291.0336008,,
 10/20  12:00:00,278.037082,,
 10/20  13:00:00,281.3872,,
 10/20  14:00:00,282.9195757,,
 10/20  15:00:00,276.1044787,,
 10/20  16:00:00,268.9712932,,
 10/20  17:00:00,265.3070111,,
 10/20  18:00:00,270.854871,,
 10/20  19:00:00,251.8626647,,
 10/20  20:00:00,226.7162321,,
 10/20  21:00:00,161.4766933,,
 10/20  22:00:00,116.3283177,,
 10/20  23:00:00,147.4206812,,
 10/20  24:00:00,122.9841557,,
 10/21  01:00:00,111.463706,,
 10/21  02:00:00,111.5717352,,
 10/21  03:00:00,110.2760102,,
 10/21  04:00:00,117.4556441,,
 10/21  05:00:00,117.0429313,,
 10/21  06:00:00,150.2747367,,
 10/21  07:00:00,156.1156741,,
 10/21  08:00:00,217.2645716,,
 10/21  09:00:00,242.3090774,,
 10/21  10:00:00,267.3166973,,
 10/21  11:00:00,292.6901424,,
 10/21  12:00:00,281.8340056,,
 10/21  13:00:00,281.4550659,,
 10/21  14:00:00,275.839977,,
 10/21  15:00:00,272.3337202,,
 10/21  16:00:00,271.1865936,,
 10/21  17:00:00,269.1398038,,
 10/21  18:00:00,263.7567326,,
 10/21  19:00:00,222.9674642,,
 10/21  20:00:00,208.7776493,,
 10/21  21:00:00,159.0897977,,
 10/21  22:00:00,121.64919,,
 10/21  23:00:00,151.9158225,,
 10/21  24:00:00,128.5203001,,
 10/22  01:00:00,117.8949752,,
 10/22  02:00:00,116.2437553,,
 10/22  03:00:00,114.9103768,,
 10/22  04:00:00,121.9537531,,
 10/22  05:00:00,120.8863302,,
 10/22  06:00:00,154.5865972,,
 10/22  07:00:00,160.4650999,,
 10/22  08:00:00,192.9720361,,
 10/22  09:00:00,172.3608711,,
 10/22  10:00:00,204.8986782,,
 10/22  11:00:00,229.4526451,,
 10/22  12:00:00,246.5043082,,
 10/22  13:00:00,251.4825752,,
 10/22  14:00:00,251.503716,,
 10/22  15:00:00,245.2145072,,
 10/22  16:00:00,241.8472602,,
 10/22  17:00:00,209.91406,,
 10/22  18:00:00,225.0451463,,
 10/22  19:00:00,212.3777128,,
